SUID	shared name	id	type	entrezgene_id	ENSG_ID	hgnc_symbol	TiO2_24hrs_10_Caco2.logFC	TiO2_24hrs_10_Caco2.P.Value	TiO2_24hrs_100_Caco2.logFC	TiO2_24hrs_100_Caco2.P.Value	TiO2_24hrs_10_SAE.logFC	TiO2_24hrs_10_SAE.P.Value	TiO2_24hrs_100_SAE.logFC	TiO2_24hrs_100_SAE.P.Value	TiO2_24hrs_10_THP1.logFC	TiO2_24hrs_10_THP1.P.Value	TiO2_24hrs_100_THP1.logFC	TiO2_24hrs_100_THP1.P.Value	name	selected
778	1909	1909	Gene	1909	ENSG00000151617	EDNRA	-0.05731082	0.2478941	-0.08702961	0.09338315	0.002031285	0.982089	0.2118208	0.03863509	-0.03857991	0.5693634	-0.1034416	0.1479792	1909	FALSE
2826	25915	25915	Gene	25915	ENSG00000178057	NDUFAF3	0.02046817	0.7871626	0.09588425	0.2249174	0.01722029	0.850157	-0.1857968	0.06444278	-0.2387895	0.1059408	-0.4432308	0.008791591	25915	FALSE
779	2767	2767	Gene	2767	ENSG00000088256	GNA11	-0.194598	0.09450163	-0.5381621	0.0005916564	0.1207794	0.1757517	-0.03312259	0.6969149	-0.09592486	0.6887517	-0.3764291	0.1391085	2767	FALSE
781	2977	2977	Gene	2977	ENSG00000152402	GUCY1A2	0.07047696	0.3145594	0.1694474	0.03067403	-0.1198014	0.09300529	-0.05991192	0.3731284	-0.03573773	0.9262116	0.553815	0.1742788	2977	FALSE
782	4638	4638	Gene	4638	ENSG00000065534	MYLK	-0.3044348	0.35102	-1.232605	0.003204743	0.08994151	0.2756394	0.2214129	0.01837799	-0.5342691	0.1347378	-1.629913	0.0007409466	4638	FALSE
783	109	109	Gene	109	ENSG00000138031	ADCY3	0.04484073	0.3061622	0.01984288	0.6425948	0.1197072	0.1823062	0.01420968	0.8678574	0.07031292	0.4293487	0.3925009	0.001281567	109	FALSE
2831	2268	2268	Gene	2268	ENSG00000000938	FGR	-0.07217019	0.4084621	-0.08607408	0.3281135	0.1414241	0.07228434	0.07311667	0.321322	-0.01280476	0.8479302	0.1546856	0.04113705	2268	FALSE
2832	63916	63916	Gene	63916	ENSG00000062598	ELMO2	0.1312585	0.06891441	0.1669179	0.02754806	-0.1018617	0.09553126	-0.1826328	0.008431317	-0.02424933	0.8348648	-0.203556	0.1053759	63916	FALSE
784	4637	4637	Gene	4637	ENSG00000092841	MYL6	-0.05281276	0.4473872	-0.03466107	0.6146781	-0.05655407	0.4422281	-0.06759873	0.3616379	-0.008075354	0.8917848	-0.2664617	0.001285657	4637	FALSE
2834	3055	3055	Gene	3055	ENSG00000101336	HCK	-0.08299625	0.2905662	0.03295173	0.6662581	0.0530123	0.4883977	0.03702761	0.6260775	0.231449	0.1763415	1.155235	4.633242e-05	3055	FALSE
2836	4620	4620	Gene	4620	ENSG00000125414	MYH2	-0.03823745	0.51072	-0.1809603	0.01016674	0.08431879	0.4995567	0.06186206	0.6182986	0.07493198	0.310251	0.08151472	0.2721919	4620	FALSE
789	2776	2776	Gene	2776	ENSG00000156052	GNAQ	-0.1186661	0.1107964	-0.1894073	0.01998295	0.04941781	0.6780928	0.02272632	0.84805	-0.09281546	0.3984823	-0.4902715	0.001173095	2776	FALSE
2837	5338	5338	Gene	5338	ENSG00000129219	PLD2	0.002195534	0.9627837	0.05808529	0.2362308	0.2569404	0.01546821	0.3337449	0.003708981	-0.05638993	0.6086727	0.070676	0.5228807	5338	FALSE
2839	4651	4651	Gene	4651	ENSG00000145555	MYO10	0.06006603	0.4047182	0.00489213	0.9447916	0.04653703	0.417575	0.1490327	0.02298495	-0.03980581	0.7460361	0.1563781	0.2221268	4651	FALSE
2841	1793	1793	Gene	1793	ENSG00000150760	DOCK1	0.2037764	0.04553508	0.1804591	0.07015306	-0.05991313	0.6260585	-0.1433945	0.2575242	0.239419	0.03952586	0.1861047	0.09417586	1793	FALSE
2842	9844	9844	Gene	9844	ENSG00000155849	ELMO1	-0.05106758	0.2247623	-0.04152787	0.3167516	0.1369117	0.1965252	0.08536769	0.4075764	-0.1995279	0.3450509	-1.089254	0.0004222333	9844	FALSE
794	808	808	Gene	808	ENSG00000160014	CALM3	0.00348012	0.9409127	0.03168077	0.505303	0.03932865	0.7513153	-0.04957959	0.6900031	-0.1419486	0.4343445	-0.5287545	0.01395041	808	FALSE
795	5330	5330	Gene	5330	ENSG00000137841	PLCB2	-0.1250513	0.02168947	-0.03463304	0.4622228	0.1286137	0.04501849	0.08377965	0.1649812	-0.1727427	0.2906006	-0.3754449	0.03749235	5330	FALSE
2844	4644	4644	Gene	4644	ENSG00000197535	MYO5A	-0.03109145	0.6975877	0.06315795	0.4360613	-0.1267092	0.4596627	-0.08952689	0.5986061	-0.2082203	0.282773	-0.9367771	0.0006264362	4644	FALSE
2845	4641	4641	Gene	4641	ENSG00000197879	MYO1C	-0.005201683	0.9145942	-0.113412	0.03962728	0.09228297	0.3780514	-0.003354843	0.9738718	0.01412429	0.829463	0.147928	0.04550434	4641	FALSE
799	115	115	Gene	115	ENSG00000162104	ADCY9	0.03743077	0.5054007	-0.02813244	0.6147054	-0.07092465	0.2720599	-0.1464877	0.03824187	-0.05060898	0.5021355	-0.1533847	0.06333577	115	FALSE
801	112	112	Gene	112	ENSG00000174233	ADCY6	0.1241478	0.1244732	0.1547941	0.06383556	-0.1140494	0.1693219	-0.2241533	0.01617698	-0.1584227	0.4324454	-0.2828211	0.1765547	112	FALSE
2850	213	213	Gene	213	ENSG00000163631	ALB	-0.09025001	0.2220985	-0.1915953	0.0212642	0.1486232	0.1095131	0.130695	0.1530703	0.02353132	0.7741096	-0.02161612	0.7919773	213	FALSE
802	113	113	Gene	113	ENSG00000121281	ADCY7	0.3650213	0.007107658	0.288892	0.02275343	0.1024853	0.5722379	0.03342899	0.8526885	0.04751244	0.679293	-0.9458184	1.428666e-05	113	FALSE
803	5331	5331	Gene	5331	ENSG00000149782	PLCB3	0.01770638	0.790559	0.09442702	0.1785669	0.08745844	0.2501236	0.05209859	0.4830388	-0.02735095	0.8437487	-0.3218353	0.04093815	5331	FALSE
2851	9332	9332	Gene	9332	ENSG00000177575	CD163	-0.08453167	0.1158113	-0.01319266	0.7920328	0.07180011	0.3874917	0.08751846	0.2968572	-0.181763	0.2214085	-0.893614	0.0001209513	9332	FALSE
2854	3043	3043	Gene	3043	ENSG00000244734	HBB	-0.05908409	0.3054705	0.02719859	0.6289275	0.1237466	0.09952882	0.2542046	0.004217654	0.179817	0.04596934	0.1707086	0.05565135	3043	FALSE
806	10398	10398	Gene	10398	ENSG00000101335	MYL9	-0.001640685	0.9846097	0.08688569	0.3210026	0.2540209	0.03276708	0.1736455	0.119934	-0.333561	0.03669415	-1.151387	1.473645e-05	10398	FALSE
807	9826	9826	Gene	9826	ENSG00000132694	ARHGEF11	-0.014355	0.8538153	0.001931574	0.9802012	0.2580674	0.02309781	0.07323553	0.4603642	0.1265911	0.1254271	0.1098215	0.1767649	9826	FALSE
808	3779	3779	Gene	3779	ENSG00000145936	KCNMB1	-0.03567811	0.6010159	0.02176515	0.748505	0.1039692	0.2730971	0.1360513	0.1606487	-0.3819402	0.08266641	-1.162871	0.0002228528	3779	FALSE
2857	23166	23166	Gene	23166	ENSG00000010327	STAB1	0.01362842	0.7859882	0.0878675	0.1048246	0.01938535	0.7793193	0.02891621	0.676783	-0.1123946	0.3846011	-0.3497845	0.01939822	23166	FALSE
2858	8685	8685	Gene	8685	ENSG00000019169	MARCO	-0.02721306	0.6437419	-0.01601098	0.7846932	-0.1227171	0.05914198	-0.0211983	0.7189108	0.03741051	0.56644	-0.2041234	0.01014436	8685	FALSE
2859	4481	4481	Gene	4481	ENSG00000038945	MSR1	-0.03446713	0.5859326	0.06467895	0.3167417	0.01813871	0.7186796	0.00891722	0.8590544	-0.1752724	0.1577077	-1.338841	9.733027e-07	4481	FALSE
2860	949	949	Gene	949	ENSG00000073060	SCARB1	0.1493495	0.06011626	0.2020823	0.01737898	0.03161479	0.677482	0.01759125	0.8163902	-0.1031475	0.3128205	-0.3097913	0.01073055	949	FALSE
2861	8578	8578	Gene	8578	ENSG00000074660	SCARF1	0.02631114	0.8856802	0.1282952	0.4891167	-0.2652546	0.1380826	-0.2370121	0.1800586	0.4799281	0.003877436	0.7132074	0.0002874875	8578	FALSE
2862	2512	2512	Gene	2512	ENSG00000087086	FTL	-0.04006937	0.3214924	-0.08851354	0.04571068	0.1300648	0.1012979	-0.001638896	0.9822126	-0.1101486	0.3234834	-0.07101845	0.5175106	2512	FALSE
2866	10525	10525	Gene	10525	ENSG00000149428	HYOU1	0.0917851	0.2052895	0.0926941	0.2012308	-0.2411855	0.03293046	-0.1888936	0.08067166	-0.1847468	0.1992983	-0.6516614	0.0008814277	10525	FALSE
2868	7184	7184	Gene	7184	ENSG00000166598	HSP90B1	0.03126127	0.4186522	-0.006743914	0.8589695	0.2377555	0.2215174	0.286986	0.1470587	-0.3221944	0.1263533	-1.355628	5.961996e-05	7184	FALSE
823	2982	2982	Gene	2982	ENSG00000164116	GUCY1A1	0.1388005	0.02398707	0.1404392	0.02276377	0.1275462	0.0646842	0.03881565	0.5393847	0.1475728	0.07254207	0.2625807	0.005634251	2982	FALSE
2872	811	811	Gene	811	ENSG00000179218	CALR	0.02731259	0.7682883	0.3165262	0.006541904	0.1532633	0.141783	0.1796584	0.09143808	-0.06421287	0.5159625	-0.7817127	1.853463e-05	811	FALSE
824	72	72	Gene	72	ENSG00000163017	ACTG2	0.1270909	0.01370963	0.1202822	0.01787727	0.3264424	0.00607083	0.2213913	0.03944997	-0.1348251	0.4855315	-0.3751232	0.07388422	72	FALSE
827	10268	10268	Gene	10268	ENSG00000122679	RAMP3	-0.03246063	0.5609305	-0.02996757	0.5908703	0.3444215	0.001679803	0.2277473	0.01752241	-0.0231766	0.8092969	-0.062493	0.519623	10268	FALSE
2875	3937	3937	Gene	3937	ENSG00000043462	LCP2	0.03896309	0.5579681	-0.02393832	0.7172137	-0.03483455	0.5138964	-0.02742938	0.6056286	0.1593377	0.06931223	0.6799183	1.07948e-05	3937	FALSE
2876	7321	7321	Gene	7321	ENSG00000072401	UBE2D1	0.05013488	0.2633207	0.05684341	0.2091366	0.3447377	0.09533394	0.4434279	0.03983417	0.2537263	0.02575458	0.2605311	0.02291458	7321	FALSE
830	10266	10266	Gene	10266	ENSG00000131477	RAMP2	-0.1037908	0.1996396	0.01071231	0.8895302	0.1866719	0.04227128	0.03641989	0.6570226	0.1415798	0.07480221	0.1549807	0.05492118	10266	FALSE
2878	7462	7462	Gene	7462	ENSG00000086730	LAT2	0.05508697	0.3227465	0.03289766	0.5476033	0.02859646	0.5625605	0.01287927	0.7927488	-0.05323817	0.4369072	-0.2713233	0.002540442	7462	FALSE
831	3708	3708	Gene	3708	ENSG00000150995	ITPR1	-0.02064393	0.6853329	0.05233567	0.3162789	0.003478094	0.9723076	0.08582328	0.4010198	0.3871922	0.2950294	1.740106	0.0007593744	3708	FALSE
2879	997	997	Gene	997	ENSG00000099804	CDC34	0.02658203	0.7710763	0.01347434	0.8825315	-0.2096709	0.05631823	-0.433734	0.001343828	-0.1580434	0.1607514	-0.1726182	0.1294103	997	FALSE
832	136	136	Gene	136	ENSG00000170425	ADORA2B	0.1627253	0.009557955	0.338634	7.756522e-05	-0.2031019	0.04937511	-0.1015521	0.2872573	-0.07396444	0.4859573	0.1363707	0.213342	136	FALSE
2881	3702	3702	Gene	3702	ENSG00000113263	ITK	-0.227202	0.01238936	-0.05078434	0.5034912	0.1186277	0.1554317	0.1084123	0.1903072	-0.008067227	0.9436917	0.1112946	0.342656	3702	FALSE
834	369	369	Gene	369	ENSG00000078061	ARAF	-0.02157514	0.8052981	-0.1507811	0.1098187	0.01583631	0.8754669	-0.02288524	0.8209628	0.06178608	0.5132965	0.2750785	0.01436864	369	FALSE
835	284541	284541	Gene	284541	ENSG00000162365	CYP4A22	0.1726971	0.4875495	0.3178496	0.215558	0.125802	0.2257046	0.5045652	0.0004968692	0.273891	0.2482478	0.2284182	0.3300187	284541	FALSE
838	553	553	Gene	553	ENSG00000198049	AVPR1B	-0.1365797	0.1506991	-0.1851285	0.06213922	0.2082041	0.006838248	0.2223105	0.004702639	0.05660392	0.6175935	0.2343122	0.06119064	553	FALSE
842	147	147	Gene	147	ENSG00000170214	ADRA1B	0.0478163	0.4551989	-0.04770189	0.4562442	0.1746746	0.01559897	0.0266181	0.663371	-0.07627888	0.4513705	-0.08303354	0.4137159	147	FALSE
2891	5133	5133	Gene	5133	ENSG00000188389	PDCD1	0.01016294	0.8455163	-0.001869572	0.9713768	0.1598904	0.0305858	0.0661732	0.3187369	-0.07073139	0.3450766	-0.1035741	0.1786405	5133	FALSE
2892	80380	80380	Gene	80380	ENSG00000197646	PDCD1LG2	-0.1128581	0.1763475	-0.1879845	0.03714175	0.111137	0.1181111	0.04615861	0.4922285	0.1160205	0.2109601	0.06398111	0.4764514	80380	FALSE
2893	5372	5372	Gene	5372	ENSG00000100417	PMM1	0.02502035	0.7309323	-0.01085232	0.8811001	-0.1277778	0.08205806	-0.2087676	0.01062192	-0.08108172	0.4010976	-0.1206946	0.2221509	5372	FALSE
2895	29926	29926	Gene	29926	ENSG00000144591	GMPPA	0.012293	0.8295874	0.1446738	0.02841388	-0.02077517	0.8049064	-0.2276913	0.02048543	-0.09826077	0.4139088	-0.1441425	0.2406422	29926	FALSE
2896	29925	29925	Gene	29925	ENSG00000173540	GMPPB	-0.1351633	0.1318391	-0.2764474	0.008017901	-0.1009675	0.1759859	-0.08058531	0.2715491	0.05243924	0.7362432	-0.2710947	0.1062398	29925	FALSE
848	4041	4041	Gene	4041	ENSG00000162337	LRP5	-0.00280949	0.9687726	0.1917387	0.02262404	0.1972812	0.4046494	-0.09266774	0.6910734	-0.1350384	0.2407493	-0.1645152	0.1604032	4041	FALSE
2897	4351	4351	Gene	4351	ENSG00000178802	MPI	-0.1072693	0.06256191	-0.02310895	0.6579417	-0.08954372	0.3247295	-0.1617142	0.09198488	-0.3630767	0.05427858	-0.7746866	0.001106897	4351	FALSE
849	4040	4040	Gene	4040	ENSG00000070018	LRP6	-0.1234657	0.03815599	-0.4441722	1.103587e-05	0.2167995	0.03562752	0.2086303	0.04155561	-0.02234623	0.7622369	-0.0388127	0.6011968	4040	FALSE
2899	56915	56915	Gene	56915	ENSG00000077348	EXOSC5	0.01931815	0.7799233	0.101213	0.1657378	-0.1999864	0.02746678	-0.197903	0.0287406	-0.1651007	0.3358046	-0.2310837	0.1885064	56915	FALSE
852	81839	81839	Gene	81839	ENSG00000173218	VANGL1	0.3758761	0.002968512	0.2121643	0.04887127	-0.2071025	0.007563094	-0.1480363	0.03742206	-0.2704007	0.05831578	-0.5969979	0.001008735	81839	FALSE
856	8323	8323	Gene	8323	ENSG00000164930	FZD6	0.0508226	0.5660664	0.1197945	0.1938829	0.1688042	0.3441823	0.4443269	0.02685952	0.2416304	0.01719007	0.09114827	0.2995254	8323	FALSE
857	8324	8324	Gene	8324	ENSG00000155760	FZD7	0.2023414	0.008089792	0.1492943	0.03405908	-0.1465928	0.2072655	0.108699	0.3403393	-0.01503764	0.8526393	-0.01314802	0.8709521	8324	FALSE
2906	5073	5073	Gene	5073	ENSG00000140694	PARN	0.1058653	0.04973433	9.298139e-05	0.9984555	0.04094974	0.5808293	-0.08855879	0.2462634	-0.06450706	0.5778035	-0.2539929	0.04925953	5073	FALSE
858	59343	59343	Gene	59343	ENSG00000163904	SENP2	-0.05202522	0.4085363	-0.1036832	0.1181652	-0.280911	0.0152931	-0.196774	0.06673928	0.02507019	0.7386421	0.03073148	0.6830311	59343	FALSE
2909	54512	54512	Gene	54512	ENSG00000178896	EXOSC4	-0.03745423	0.3893828	-0.01407037	0.7418441	-0.10428	0.1565934	-0.09057361	0.212549	-0.01860733	0.8145601	0.2808878	0.005422475	54512	FALSE
862	8326	8326	Gene	8326	ENSG00000188763	FZD9	-0.07897204	0.4326857	0.03211489	0.7460261	0.1562713	0.05114986	0.1578544	0.04926592	-0.04037018	0.5722009	0.005033258	0.9433394	8326	FALSE
864	1488	1488	Gene	1488	ENSG00000175029	CTBP2	-0.09304149	0.1895894	-0.1584619	0.03884314	-0.08018062	0.3769045	-0.02496483	0.7790093	-0.3389023	0.07521197	0.009573174	0.9559025	1488	FALSE
865	1487	1487	Gene	1487	ENSG00000159692	CTBP1	0.02557873	0.5838037	-0.07702845	0.1212754	9.519526e-05	0.9988224	-0.1266891	0.073251	0.03217467	0.770393	-0.2801501	0.02801347	1487	FALSE
2915	6612	6612	Gene	6612	ENSG00000184900	SUMO3	-0.02937612	0.5320371	-0.0006619398	0.9886364	0.06311916	0.2869426	-0.02418131	0.6751074	0.01411469	0.831761	-0.1703866	0.02707527	6612	FALSE
2916	10210	10210	Gene	10210	ENSG00000197579	TOPORS	0.09356114	0.1437577	0.1026045	0.1129506	0.2687111	0.1539484	0.3278673	0.08967201	0.2230867	0.03985056	0.4425276	0.001041678	10210	FALSE
2918	60528	60528	Gene	60528	ENSG00000006744	ELAC2	-0.01478949	0.8658858	-0.08465589	0.3458881	0.1046753	0.255732	-0.02846526	0.7492395	-0.271401	0.04459225	-0.35504	0.01381834	60528	FALSE
871	4316	4316	Gene	4316	ENSG00000137673	MMP7	-0.06862641	0.4936959	-0.02106695	0.8315379	-0.06443885	0.2685619	-0.1007458	0.09781935	0.0007238413	0.9972622	0.5733431	0.02105682	4316	FALSE
2922	51493	51493	Gene	51493	ENSG00000100220	RTCB	-0.01171542	0.8421447	-0.00479221	0.9350114	-0.06739771	0.2853465	-0.06380374	0.3102757	0.0003752045	0.9964438	0.2181995	0.02600369	51493	FALSE
876	7480	7480	Gene	7480	ENSG00000169884	WNT10B	-0.04655874	0.3642019	0.02927787	0.5626814	0.03206207	0.6131261	0.07951294	0.2256904	0.2754252	0.0240777	0.0726499	0.4925835	7480	FALSE
2924	10775	10775	Gene	10775	ENSG00000105171	POP4	-0.01060148	0.8385747	0.01375568	0.7916952	-0.1328993	0.1299346	-0.1387872	0.1156916	-0.1401925	0.2719517	-0.3779737	0.01173375	10775	FALSE
2926	5901	5901	Gene	5901	ENSG00000132341	RAN	0.01906249	0.6812014	0.03812337	0.417972	0.01609691	0.8756781	0.104014	0.3249254	0.2439768	0.02042868	0.2070518	0.04093837	5901	FALSE
878	8312	8312	Gene	8312	ENSG00000103126	AXIN1	-0.0365331	0.4867135	-0.06884739	0.2048862	-0.1293434	0.1013521	-0.2146944	0.01396918	-0.01838462	0.8621134	0.01627175	0.8778044	8312	FALSE
2928	10556	10556	Gene	10556	ENSG00000148688	RPP30	0.06308861	0.4434914	0.1093327	0.1982684	-0.03750393	0.6178574	-0.07634241	0.3199684	0.09076655	0.4796035	0.387944	0.0118019	10556	FALSE
881	10725	10725	Gene	10725	ENSG00000102908	NFAT5	0.01521652	0.7591709	-0.01785604	0.7193113	-0.1094779	0.06771975	-0.1237814	0.04335343	-0.07143998	0.2958071	-0.02087555	0.7530338	10725	FALSE
2930	80746	80746	Gene	80746	ENSG00000154743	TSEN2	0.134654	0.1970065	0.3633244	0.004502462	-0.1351341	0.374804	-0.03462081	0.8164441	0.1824976	0.222775	-0.05253394	0.7148214	80746	FALSE
883	1457	1457	Gene	1457	ENSG00000101266	CSNK2A1	-0.0210555	0.6115127	0.002847299	0.944835	-0.09657282	0.1616639	-0.09692495	0.1602954	0.01933789	0.7846981	0.182079	0.02662042	1457	FALSE
884	1459	1459	Gene	1459	ENSG00000070770	CSNK2A2	-0.1655071	0.02209198	-0.07091386	0.2670734	-0.2996946	0.02890161	-0.2140664	0.0973816	-0.0837176	0.4947639	0.4477289	0.004240503	1459	FALSE
2932	51367	51367	Gene	51367	ENSG00000167272	POP5	0.03912588	0.5135162	-0.0304995	0.6087993	-0.3140267	0.02187231	-0.2484333	0.05679696	-0.2654084	0.04637462	-0.4442303	0.003859911	51367	FALSE
2933	79042	79042	Gene	79042	ENSG00000170892	TSEN34	-0.05732729	0.2040182	0.01212429	0.7786226	-0.0137627	0.8196498	-0.07789607	0.2159092	-0.04660233	0.5893772	0.3908045	0.001155812	79042	FALSE
885	1452	1452	Gene	1452	ENSG00000113712	CSNK1A1	-0.1225291	0.1274113	-0.1209874	0.1316707	0.03429234	0.7283729	0.05150901	0.6034313	-0.06160635	0.6109561	-0.4778708	0.00277232	1452	FALSE
886	4775	4775	Gene	4775	ENSG00000072736	NFATC3	0.03493873	0.5728042	0.008301622	0.8924768	0.007412432	0.9525756	-0.109625	0.3889716	-0.2379627	0.3776278	-0.6175113	0.039527	4775	FALSE
2935	10248	10248	Gene	10248	ENSG00000172336	POP7	0.003504753	0.9500716	-0.126712	0.04495445	-0.098761	0.2462845	-0.2244109	0.01963438	-0.2243232	0.05262026	-0.3798708	0.004399657	10248	FALSE
2937	54913	54913	Gene	54913	ENSG00000178718	RPP25	0.1179603	0.1130162	0.06879509	0.3325411	-0.250463	0.02580534	-0.1923804	0.0714309	-0.1817698	0.4491527	-0.03154033	0.8938047	54913	FALSE
2939	11260	11260	Gene	11260	ENSG00000184575	XPOT	0.138342	0.04370848	0.07880813	0.2144395	-0.04630532	0.6405254	-0.06541443	0.5119831	0.2163193	0.01759263	0.2493088	0.008646487	11260	FALSE
893	6477	6477	Gene	6477	ENSG00000196470	SIAH1	0.01677912	0.693789	-0.008209875	0.8467197	-0.03269478	0.5256619	0.0001662307	0.9973962	0.1212107	0.1433599	0.2894821	0.004081318	6477	FALSE
2943	1829	1829	Gene	1829	ENSG00000046604	DSG2	0.04094925	0.5561256	0.1912659	0.01895613	0.1075414	0.1065073	0.09146012	0.1618572	0.0762238	0.6920237	0.2100242	0.2889143	1829	FALSE
2944	5652	5652	Gene	5652	ENSG00000052344	PRSS8	0.09444828	0.07957085	0.1622432	0.007955829	0.07526437	0.2739567	0.04601196	0.4947349	0.02548618	0.7213409	0.05961877	0.4116698	5652	FALSE
2945	5318	5318	Gene	5318	ENSG00000057294	PKP2	0.197293	0.06549098	0.3097148	0.009373404	0.1489134	0.1140381	0.08066877	0.3688134	-0.03271025	0.5676315	-0.05300815	0.3615514	5318	FALSE
2947	7051	7051	Gene	7051	ENSG00000092295	TGM1	0.1299378	0.04140333	0.1075551	0.08059734	-0.1710811	0.04769762	-0.1646861	0.05492033	0.03814225	0.6208312	0.04702756	0.5434067	7051	FALSE
2948	3881	3881	Gene	3881	ENSG00000094796	KRT31	-0.1131321	0.3171092	0.03105788	0.7777985	0.06524734	0.4004389	0.1858559	0.03244153	0.05818017	0.6784685	-0.01480668	0.9155807	3881	FALSE
900	818	818	Gene	818	ENSG00000148660	CAMK2G	0.04940058	0.33924	-0.08738952	0.1079062	-0.01006051	0.9164096	-0.2025587	0.05690468	-0.1802095	0.1005804	-0.4565129	0.001249556	818	FALSE
901	324	324	Gene	324	ENSG00000134982	APC	-0.01458152	0.8719634	-0.04946606	0.5874994	0.008018989	0.9506666	-0.1115237	0.3989482	-0.2707915	0.02461007	-0.2013924	0.07591372	324	FALSE
902	51384	51384	Gene	51384	ENSG00000002745	WNT16	-0.1127053	0.4349649	-0.0522808	0.7134443	0.3072218	0.0007926565	0.2249902	0.005708552	0.08341911	0.4873826	0.03708897	0.7548148	51384	FALSE
2950	9333	9333	Gene	9333	ENSG00000104055	TGM5	-0.1085464	0.3780533	-0.1393874	0.2642974	0.2092925	0.01095678	0.08532179	0.2281732	0.1479747	0.2664665	0.09253955	0.4775537	9333	FALSE
903	23002	23002	Gene	23002	ENSG00000100592	DAAM1	0.3548064	0.008269668	0.3289126	0.01225288	0.09397618	0.4669667	0.6225644	0.0006367938	0.03816758	0.7764826	-0.170245	0.2244326	23002	FALSE
904	57680	57680	Gene	57680	ENSG00000100888	CHD8	0.1183596	0.3911484	-0.2505413	0.08894532	0.1281735	0.4280336	-0.03753983	0.813516	-0.2076959	0.02797933	-0.08565297	0.3081597	57680	FALSE
905	10023	10023	Gene	10023	ENSG00000165879	FRAT1	0.02605492	0.715303	0.01895303	0.7903876	-0.05781958	0.5768451	-0.1023357	0.3319499	-0.3214397	0.02201857	-0.3458979	0.01564573	10023	FALSE
2956	64065	64065	Gene	64065	ENSG00000112378	PERP	-0.05414486	0.4132099	0.04282134	0.5145238	0.2842124	0.06034121	0.3940337	0.01530462	0.323974	0.07948811	0.9351018	0.0002996615	64065	FALSE
2957	5493	5493	Gene	5493	ENSG00000118898	PPL	0.09998017	0.300483	-0.007965061	0.9321723	-0.2035795	0.1606684	-0.5365856	0.002808729	0.0599629	0.8749152	0.154197	0.6868222	5493	FALSE
909	896	896	Gene	896	ENSG00000112576	CCND3	-0.02344015	0.7036154	0.1450105	0.03802509	0.01907472	0.8671521	0.1023326	0.3795011	-0.2499986	0.09341881	-0.07259859	0.5989053	896	FALSE
2960	8689	8689	Gene	8689	ENSG00000126337	KRT36	0.01472803	0.7877147	-0.005029714	0.9265929	0.1282174	0.04221076	0.1426673	0.0271416	0.02514865	0.7917886	-0.03013955	0.7519282	8689	FALSE
913	64840	64840	Gene	64840	ENSG00000102312	PORCN	0.1252848	0.1010904	0.1603883	0.04418081	0.02219574	0.766484	-0.0006438689	0.9931094	-0.03481472	0.7636211	-0.1183267	0.31964	64840	FALSE
914	23401	23401	Gene	23401	ENSG00000181274	FRAT2	-0.006781479	0.9194507	-0.1264573	0.08445018	0.0755095	0.3142724	0.02101554	0.7737197	-0.100256	0.3128683	-0.3153154	0.008439048	23401	FALSE
2962	43847	43847	Gene	43847	ENSG00000129437	KLK14	0.01385111	0.7161253	0.01579323	0.6787612	0.1692514	0.04742514	0.1702513	0.0463762	0.1219947	0.1033194	0.1672348	0.03480072	43847	FALSE
916	1857	1857	Gene	1857	ENSG00000161202	DVL3	0.02614983	0.6872893	0.04191494	0.5218209	0.01344063	0.903139	0.05849357	0.5990558	0.07062325	0.4074775	0.1977555	0.03795368	1857	FALSE
917	1856	1856	Gene	1856	ENSG00000004975	DVL2	0.1574991	0.01143571	0.09855768	0.07883677	-0.007623735	0.9365186	-0.1782237	0.08686486	0.03687326	0.5857956	0.05018681	0.4615263	1856	FALSE
2966	11005	11005	Gene	11005	ENSG00000133710	SPINK5	-0.08551745	0.2891317	0.03399402	0.6648946	0.2507866	0.02461013	0.1814912	0.08366009	0.1159577	0.3202218	0.1418592	0.230265	11005	FALSE
918	7976	7976	Gene	7976	ENSG00000104290	FZD3	0.1075239	0.3210942	-0.1211444	0.2671199	0.03663145	0.6489323	0.01029767	0.8976254	0.1390535	0.2505204	-0.2963826	0.02803558	7976	FALSE
919	22943	22943	Gene	22943	ENSG00000107984	DKK1	0.06965922	0.2788553	0.2185739	0.005621712	-0.1088285	0.5693005	-0.01240819	0.9478014	0.2051612	0.196865	0.285024	0.08492364	22943	FALSE
920	80319	80319	Gene	80319	ENSG00000168772	CXXC4	-0.1011549	0.2021259	-0.2176251	0.01597901	-0.09273622	0.3346767	-0.04587872	0.6264599	-0.04085617	0.6321807	0.0509723	0.551856	80319	FALSE
921	1855	1855	Gene	1855	ENSG00000107404	DVL1	0.0931454	0.09799461	0.01562996	0.7637741	-0.1793799	0.04562743	-0.1380071	0.1087403	0.03337403	0.7464954	-0.1460873	0.1786916	1855	FALSE
922	8061	8061	Gene	8061	ENSG00000175592	FOSL1	0.01326786	0.9472691	0.5365168	0.02251417	-0.04918312	0.8781841	0.7354981	0.04190499	-0.2102208	0.2499338	0.3743925	0.05635966	8061	FALSE
923	8454	8454	Gene	8454	ENSG00000055130	CUL1	0.1011007	0.442998	-0.04209252	0.7459725	-0.197508	0.02685715	-0.2067322	0.02189775	0.04586717	0.6941253	0.1965849	0.1159283	8454	FALSE
